RestaurantID,RestaurantName,Description,LogoImage,BusinessStatus,DeliveryFee,MinimumOrderAmount,DeliveryArea,AverageRating
5008,Andrews-Kane,Re-engineered bifurcated functionalities,https://placekitten.com/891/209,Closed,4.87,45.39,Johnnyfurt,4.9
5009,Shields Ltd,Customizable grid-enabled moratorium,https://placekitten.com/177/170,Closed,3.2,22.6,Reedtown,3.8
5010,Dean Quinn and Underwood,Cross-group reciprocal hardware,https://dummyimage.com/645x710,Resting,9.66,48.76,West Melanie,3.9
5011,Chen Castaneda and Miller,Triple-buffered secondary collaboration,https://dummyimage.com/333x311,Open,5.84,22.5,Victoriaburgh,3.1
5012,Shea-Hoover,Reactive upward-trending installation,https://picsum.photos/295/231,Resting,8.26,31.45,North Sandy,4.1
5013,Fox Group 2,Switchable solution-oriented secured line,https://placekitten.com/193/226,Closed,8.04,56.45,West Jamesfurt,3.5
5014,Diaz Wright and Butler,Operative fault-tolerant budgetary management,https://picsum.photos/575/40,Open,9.42,52.94,Smithshire,3.6
5015,Payne Inc,Mandatory system-worthy projection,https://placekitten.com/219/902,Resting,8.83,59.79,Gonzalezmouth,3.6
5016,Henderson Walsh and Williams,Streamlined eco-centric circuit,https://placekitten.com/497/952,Resting,4.17,43.23,Laurenside,4.6
5017,Collins and Sons 4,Advanced dynamic approach,https://dummyimage.com/717x851,Resting,5.73,39.63,New Michael,3.2
5018,Sandoval Howard and Gill,Right-sized system-worthy portal,https://picsum.photos/182/967,Open,3.88,39.31,South Ashley,4.6
5019,Johnson Group 6,Extended intangible archive,https://picsum.photos/160/468,Resting,2.88,37.18,Anitaville,3.6
5020,Ramos LLC 2,Persevering optimal neural-net,https://placekitten.com/387/420,Resting,3.16,46.52,Aguilarmouth,3.6
5021,Miller Group 2,Up-sized transitional parallelism,https://placekitten.com/54/487,Closed,5.96,29.5,Williamhaven,3.9
5022,Stevenson-Hernandez,Pre-emptive global matrix,https://placekitten.com/328/262,Resting,9.03,55.7,Ericksonton,4.9
5023,Stewart-Oneill,Pre-emptive demand-driven system engine,https://placekitten.com/963/1,Resting,5.98,54.91,Shawnberg,3.4
5024,Holmes-Diaz,Fundamental zero-defect task-force,https://picsum.photos/862/600,Open,7.52,37.15,West Suzanneport,3.3
5025,Torres and Sons,Universal tangible implementation,https://placekitten.com/357/183,Closed,5.3,31.0,Jocelynport,3.4
5026,Cardenas-Parker,Reverse-engineered dedicated superstructure,https://picsum.photos/158/75,Resting,3.02,42.59,Port Matthew,4.0
5027,Villa Inc,Up-sized incremental project,https://placekitten.com/793/309,Resting,7.0,29.18,Markmouth,3.3
5028,Harris Group 2,Polarized holistic orchestration,https://picsum.photos/839/965,Open,7.82,44.7,Jennifermouth,3.2
5029,Campos Ltd,Persistent system-worthy workforce,https://dummyimage.com/164x733,Closed,9.64,31.99,New April,3.4
5030,Weaver Lindsey and Bailey,Business-focused real-time toolset,https://placekitten.com/288/709,Closed,6.53,40.99,Cynthialand,3.7
5031,Rowe Montgomery and Kelley,User-friendly motivating Local Area Network,https://placekitten.com/410/909,Resting,4.01,41.18,East Rebeccamouth,3.5
5032,Henderson Evans and Gross,Reduced discrete capability,https://dummyimage.com/563x946,Closed,9.77,27.34,North Andrewview,3.8
5033,Mccormick Rodriguez and Stanley,Universal actuating flexibility,https://picsum.photos/180/684,Closed,5.71,36.65,Wilsonton,4.6
5034,Holland-Martinez,Cross-platform zero tolerance process improvement,https://placekitten.com/396/969,Open,4.88,52.85,East Daniel,5.0
5035,Adkins PLC,Multi-tiered tangible service-desk,https://placekitten.com/785/493,Open,8.04,49.08,South Lancemouth,4.2
5036,Mendez Powell and Blackburn,Versatile demand-driven contingency,https://dummyimage.com/178x818,Open,9.07,40.92,Port Stevenmouth,4.8
5037,Melton-Caldwell,Cross-group motivating forecast,https://dummyimage.com/15x970,Resting,4.12,37.29,Nobleland,4.4
5038,Henry-Webb,Fully-configurable fault-tolerant intranet,https://dummyimage.com/692x949,Resting,3.28,29.62,Patriciahaven,4.2
5039,Clark Buckley and Jones,Inverse grid-enabled array,https://picsum.photos/450/799,Closed,4.41,32.34,Moyerton,3.5
5040,Ayala and Sons,Multi-channeled responsive task-force,https://dummyimage.com/83x311,Resting,9.99,43.78,Amyport,3.9
5041,Gonzalez PLC 3,Synergized 6thgeneration time-frame,https://dummyimage.com/587x435,Closed,6.77,48.51,North Lauraland,4.0
5042,Gardner Flores and Taylor,Face-to-face modular archive,https://picsum.photos/716/124,Closed,5.12,30.58,Port Veronica,4.5
5043,Torres Ltd,Integrated transitional core,https://dummyimage.com/668x484,Resting,9.88,35.97,Martinton,3.1
5044,Reese-Kelley,Mandatory next generation customer loyalty,https://dummyimage.com/165x396,Resting,8.86,19.23,New Frances,3.7
5045,Gonzalez-Merritt,Digitized exuding definition,https://picsum.photos/305/231,Open,7.81,46.02,Kimberlyland,4.6
5046,Martinez-Daugherty,Robust 24hour model,https://picsum.photos/421/680,Resting,2.91,20.53,Sonyachester,3.3
5047,Mccoy-Fritz,Reactive well-modulated implementation,https://dummyimage.com/198x145,Resting,6.62,44.14,Lake Isaacton,3.4
5048,Anderson Lewis and Boyd,Self-enabling system-worthy algorithm,https://placekitten.com/335/441,Resting,7.27,18.25,Erikville,4.0
5049,Ashley Holt and Mitchell,Object-based local core,https://dummyimage.com/481x852,Resting,4.01,41.08,Alexanderhaven,3.8
5050,Jones Fernandez and Berry,Multi-layered executive groupware,https://dummyimage.com/489x996,Resting,9.88,52.79,Bobbymouth,3.4
5051,Johnson and Sons 8,Decentralized 24hour adapter,https://placekitten.com/341/708,Resting,4.55,30.97,New Katrinaside,3.4
5052,Cooke Murray and Anderson,Ergonomic composite artificial intelligence,https://dummyimage.com/120x42,Resting,4.19,48.18,Lake Jeffrey,4.9
5053,Simon Palmer and Sanchez,Advanced transitional parallelism,https://dummyimage.com/894x37,Resting,8.95,42.22,West Mirandaville,4.8
5054,Navarro LLC,Up-sized hybrid archive,https://dummyimage.com/266x111,Open,9.01,32.53,Gregorymouth,4.6
5055,Stevens PLC,Advanced bandwidth-monitored Graphic Interface,https://dummyimage.com/1016x890,Open,6.59,44.29,Vanessaburgh,3.9
5056,Leonard-Montoya,Cross-group needs-based algorithm,https://picsum.photos/382/795,Resting,7.73,42.89,West Belindamouth,3.6
5057,Richards-Houston,Switchable dedicated knowledgebase,https://dummyimage.com/983x216,Open,3.7,42.49,North Micheal,3.5
5058,Morgan Group,Seamless even-keeled artificial intelligence,https://placekitten.com/970/420,Closed,4.67,31.74,Myersbury,3.0
5059,Hopkins-Ritter,Right-sized scalable orchestration,https://dummyimage.com/339x513,Resting,3.93,51.81,Lyonstown,4.0
5060,Ramirez-Shaffer,Automated object-oriented infrastructure,https://placekitten.com/862/698,Resting,6.09,28.51,West Julieport,3.2
5061,Brown Clark and Gonzalez,Front-line holistic software,https://placekitten.com/1017/87,Closed,9.68,33.21,Port Autumn,4.8
5062,Jackson Miller and Rios,Networked zero-defect portal,https://picsum.photos/29/972,Open,9.5,33.31,South Mark,3.5
5063,Richardson-Archer,Cross-group non-volatile instruction set,https://placekitten.com/572/523,Resting,8.33,44.98,New Stephaniestad,3.5
5064,Hanson PLC 2,Open-architected 6thgeneration data-warehouse,https://picsum.photos/553/755,Resting,6.38,38.24,Whitemouth,4.3
5065,Gordon-Myers,Face-to-face context-sensitive focus group,https://picsum.photos/316/751,Resting,5.78,17.74,East Diana,4.9
5066,Garcia-Miller,Advanced dedicated projection,https://dummyimage.com/437x787,Resting,4.23,56.54,West Austin,3.2
5067,Meyer Group,De-engineered full-range open system,https://picsum.photos/634/468,Resting,5.08,56.68,West Steven,5.0
5068,Morrow Group,Business-focused holistic Internet solution,https://dummyimage.com/11x551,Open,4.18,59.65,North Gerald,3.8
5069,Smith Inc 6,Decentralized national strategy,https://picsum.photos/447/256,Closed,3.2,51.32,Port Lindseytown,3.2
5070,Williams Maldonado and Sweeney,Grass-roots scalable infrastructure,https://picsum.photos/670/668,Closed,5.35,25.0,Hartfurt,4.3
5071,Sims Pena and Arias,Exclusive national process improvement,https://picsum.photos/116/303,Resting,8.9,26.43,New Brian,4.1
5072,Hunter-Becker,Vision-oriented foreground encryption,https://placekitten.com/315/532,Closed,6.0,42.1,Mercadohaven,4.9
5073,Mills-Sullivan,Proactive logistical Internet solution,https://dummyimage.com/302x164,Open,4.73,22.96,Dennisfort,3.1
5074,Calderon LLC,Fully-configurable reciprocal archive,https://placekitten.com/713/695,Resting,6.2,16.82,Bethchester,3.7
5075,Martin and Sons 2,Decentralized incremental matrices,https://placekitten.com/699/228,Closed,6.05,30.77,Oscarstad,3.1
5076,Hicks-Thompson,Multi-lateral exuding service-desk,https://dummyimage.com/808x800,Resting,4.91,57.41,Christophertown,4.4
5077,Nunez Lee and Jennings,Enhanced eco-centric Graphic Interface,https://placekitten.com/111/36,Closed,2.06,51.01,Port Kenneth,3.1
5078,Wilson-Mcclure,Enterprise-wide executive leverage,https://placekitten.com/187/122,Resting,2.64,31.59,Timothyberg,4.8
5079,Wright-Vargas,Business-focused upward-trending frame,https://picsum.photos/412/401,Open,7.86,58.08,South Spencerland,4.9
5080,Kim Harris and Ochoa,Enhanced needs-based circuit,https://placekitten.com/480/837,Open,9.09,28.3,East Audrey,3.5
5081,Mcgee and Sons,Configurable discrete customer loyalty,https://picsum.photos/204/804,Closed,8.26,39.97,Sullivanhaven,4.6
5082,Wilson Cunningham and Stone,Ameliorated bi-directional conglomeration,https://picsum.photos/895/63,Closed,5.6,37.53,New Desireebury,3.1
5083,Webster and Sons,Synergized fault-tolerant firmware,https://picsum.photos/976/477,Resting,6.59,19.2,East Andrewberg,3.6
5084,Turner-Munoz,Persistent zero administration benchmark,https://picsum.photos/747/915,Open,4.78,34.19,Rogersberg,4.2
5085,Hernandez LLC 2,Function-based multimedia array,https://dummyimage.com/163x953,Resting,6.2,58.24,Kaylabury,4.9
5086,Hampton Moran and Brown,Function-based bifurcated parallelism,https://placekitten.com/269/260,Closed,8.54,36.4,Lake Alex,3.1
5087,Gutierrez Foster and Robertson,Persistent zero tolerance monitoring,https://placekitten.com/470/1014,Resting,2.06,32.37,New Barbara,4.9
5088,Collins Newton and Welch,Enterprise-wide reciprocal leverage,https://dummyimage.com/710x221,Open,5.17,33.71,West Joseph,4.4
5089,Hunter Castillo and Johnson,Mandatory upward-trending parallelism,https://placekitten.com/634/606,Open,8.9,42.92,West John,4.3
5090,Rodriguez-Bates,Adaptive bifurcated help-desk,https://placekitten.com/607/535,Resting,8.12,16.46,Evansport,3.5
5091,Combs LLC,Reverse-engineered incremental Internet solution,https://dummyimage.com/206x98,Open,4.52,15.23,Ryanfurt,3.3
5092,Porter-Randolph,Managed 5thgeneration migration,https://dummyimage.com/263x563,Resting,2.71,24.26,Greenestad,3.9
5093,Neal-Trevino,Versatile even-keeled core,https://dummyimage.com/619x455,Open,8.11,22.7,Port Alexandra,4.7
5094,Dyer Inc,Progressive bottom-line concept,https://placekitten.com/511/783,Closed,3.03,40.79,East Katherine,4.7
5095,Aguilar-Martinez,Streamlined dynamic product,https://picsum.photos/774/766,Open,7.19,19.73,West Sydneyburgh,3.2
5096,Lara Elliott and Sloan,Cross-group background focus group,https://picsum.photos/933/805,Closed,6.13,17.18,North Kathryn,4.7
5097,Dixon and Sons,Distributed system-worthy utilization,https://dummyimage.com/859x483,Open,5.08,47.47,Dodsonfurt,4.1
5098,Jones Munoz and Stewart,Object-based context-sensitive challenge,https://dummyimage.com/540x374,Open,6.3,36.31,Amandastad,3.0
5099,Bell-Garcia,Customer-focused 4thgeneration instruction set,https://picsum.photos/424/628,Open,6.01,35.26,Stephanieborough,3.5
5100,Hunt Brown and Kramer,Configurable zero tolerance knowledge user,https://placekitten.com/40/781,Closed,4.87,26.31,New Susan,4.8
5101,Simmons Inc,User-centric fresh-thinking approach,https://picsum.photos/922/175,Open,7.62,58.42,Blakefurt,4.5
5102,Miller Wells and Dixon,Devolved national forecast,https://picsum.photos/419/842,Open,3.18,45.45,Norrisborough,3.7
5103,Cooper-George,Balanced exuding paradigm,https://picsum.photos/1016/293,Closed,3.88,49.42,Brandonland,4.3
5104,Bryant-Snyder,Managed upward-trending application,https://dummyimage.com/923x321,Closed,3.31,53.95,Reyesside,5.0
5105,Barnett-Kirby,Open-source hybrid process improvement,https://picsum.photos/497/198,Closed,8.66,38.18,West Austinmouth,4.3
5106,Smith Smith and Mcgee,Stand-alone disintermediate throughput,https://dummyimage.com/746x243,Resting,4.9,36.74,Wendymouth,4.4
5107,Rivera PLC,User-centric encompassing hub,https://dummyimage.com/189x182,Resting,6.96,43.45,New David,4.7
5108,Gutierrez-Perez,Extended foreground protocol,https://dummyimage.com/487x52,Closed,8.75,57.36,West Martin,4.5
5109,Green Jones and Martin,Multi-tiered real-time parallelism,https://placekitten.com/49/299,Resting,8.57,58.35,Port Brandimouth,3.3
5110,Simmons Ltd,Universal impactful service-desk,https://picsum.photos/1019/776,Closed,7.64,55.04,Harperside,3.2
5111,Thompson Johnson and Wall,Persistent client-server pricing structure,https://picsum.photos/900/545,Resting,3.77,27.53,East Deannaton,3.8
5112,Johnson Waller and Byrd,Future-proofed homogeneous capability,https://placekitten.com/443/947,Closed,2.56,54.75,East Scott,4.8
5113,Reynolds-Singleton,Horizontal human-resource strategy,https://picsum.photos/743/53,Resting,6.1,17.5,Rossbury,4.0
5114,Fitzgerald PLC,Cloned upward-trending synergy,https://picsum.photos/960/463,Closed,3.39,17.77,North Vanessaborough,3.8
5115,Wallace-Martinez,Seamless background instruction set,https://placekitten.com/541/708,Closed,5.84,25.8,Port Joseph,3.0
5116,Richardson-Meadows,Enterprise-wide multi-state functionalities,https://placekitten.com/354/50,Open,4.64,27.45,Vegaside,3.5
5117,Rodriguez Mcdowell and Humphrey,Configurable modular Graphical User Interface,https://dummyimage.com/515x533,Closed,5.33,25.67,Doylefort,3.1
5118,Davis Mitchell and Patterson,Front-line 4thgeneration workforce,https://placekitten.com/291/294,Closed,8.39,40.76,Marymouth,4.4
5119,Short PLC 2,Function-based user-facing focus group,https://picsum.photos/151/56,Resting,9.17,24.41,North Autumnfort,4.8
5120,Lee Moreno and Walker,Re-contextualized global strategy,https://dummyimage.com/1x685,Open,7.82,48.13,Hodgesberg,3.8
5121,Scott Michael and Green,Switchable stable interface,https://placekitten.com/933/192,Resting,9.49,18.94,Pamelahaven,3.8
5122,Adkins Ltd,Automated leadingedge solution,https://picsum.photos/914/457,Closed,9.69,44.84,Heathermouth,3.5
5123,Johnson Morris and Roberts,Open-architected actuating budgetary management,https://placekitten.com/614/619,Open,3.79,25.72,Heidistad,3.3
5124,Moore Group,Automated reciprocal throughput,https://picsum.photos/507/68,Open,9.98,17.62,Port Douglasfort,4.5
5125,Munoz White and Owens,Future-proofed clear-thinking adapter,https://picsum.photos/224/763,Open,2.05,45.44,Lake Jeffrey,4.0
5126,Lopez Murillo and Sanders,Balanced national matrices,https://dummyimage.com/167x661,Closed,6.22,42.96,Scottmouth,3.5
5127,Davis Smith and Jensen,Cloned asynchronous orchestration,https://placekitten.com/660/797,Open,9.02,24.31,Alejandrahaven,3.1
5128,Ramirez LLC 6,User-centric 6thgeneration archive,https://dummyimage.com/648x69,Closed,3.96,54.85,Thomasborough,4.3
5129,Bryant Hayden and Ross,Polarized intermediate matrices,https://placekitten.com/864/390,Resting,4.26,38.66,Jenniferberg,3.9
5130,Black Stout and Dominguez,Down-sized dedicated budgetary management,https://placekitten.com/60/747,Open,2.48,26.4,Gregoryfurt,4.0
5131,Carpenter Ltd 2,Mandatory intangible matrices,https://picsum.photos/899/937,Open,7.4,56.33,Port Jack,3.8
5132,Castaneda Ltd,Monitored didactic knowledge user,https://placekitten.com/383/1022,Open,6.37,37.84,East Tanya,3.1
5133,Hayes LLC 2,Networked fresh-thinking data-warehouse,https://picsum.photos/675/356,Closed,4.37,53.4,Hamiltonburgh,4.1
5134,Price and Sons,Down-sized heuristic system engine,https://placekitten.com/665/82,Closed,7.11,15.86,North Daniel,4.1
5135,Hansen-Nelson,Profit-focused context-sensitive groupware,https://placekitten.com/330/380,Closed,5.32,15.75,Ninaville,3.1
5136,Miller-Kelley,Vision-oriented contextually-based utilization,https://dummyimage.com/162x487,Resting,8.95,23.62,South Jessica,3.5
5137,Robbins and Sons,Sharable high-level strategy,https://picsum.photos/978/671,Closed,7.05,22.49,South Nathaniel,5.0
5138,Cox Group,Programmable zero-defect knowledge user,https://picsum.photos/208/434,Open,6.31,54.83,North John,4.3
5139,Li-Stephens,Extended client-server Graphic Interface,https://picsum.photos/22/453,Open,2.95,30.7,Meyerborough,4.2
5140,Wilson Ltd 4,Function-based background Graphical User Interface,https://dummyimage.com/308x925,Closed,4.33,35.31,Kristinton,4.2
5141,Roberts-Jacobs,Cloned disintermediate model,https://dummyimage.com/108x687,Open,3.96,17.59,Danielleshire,3.3
5142,Ramsey Smith and Perry,Optional disintermediate methodology,https://picsum.photos/463/808,Open,4.83,44.58,South Pamelafurt,5.0
5143,Graham Vang and Brown,Ameliorated non-volatile productivity,https://dummyimage.com/120x216,Closed,8.69,46.35,Lake Timothy,4.5
5144,Johnson-Graham,Face-to-face 24hour parallelism,https://picsum.photos/276/1010,Resting,4.52,55.98,North Scott,4.5
5145,Rios Brady and English,Multi-layered demand-driven implementation,https://picsum.photos/163/893,Resting,6.94,29.1,Port Tracy,3.7
5146,Smith Inc 7,Sharable systematic moratorium,https://placekitten.com/782/970,Open,2.62,16.33,South Theresaburgh,3.1
5147,Tucker Anderson and Macdonald,User-friendly tangible access,https://placekitten.com/562/966,Resting,8.16,32.12,Jeremyhaven,3.6
5148,Henderson-Fisher,Cloned full-range artificial intelligence,https://placekitten.com/116/434,Resting,2.5,35.1,North Christopherbury,3.1
5149,White Price and Rowe,Secured leadingedge approach,https://dummyimage.com/627x743,Open,6.14,48.67,Smithville,4.7
